"post","created","man"
"My man looks like his body is 90% Bubbalicious",2026-07-19 01:10:44.194,"Stephen Miller"
"My man looks like he ordered a castor oil on the rocks",2026-07-19 01:11:49.932,"Stephen Miller"
"My man looks like he regularly cleans out the ""take a penny"" tray",2026-07-19 01:12:20.864,"Stephen Miller"
"My man looks like a mobster nicknamed Skeevy Steve",2026-07-19 01:13:13.328,"Stephen Miller"
"My man looks like he has a padlocked freezer",2026-07-19 01:14:55.539,"Stephen Miller"
"My man looks like an accountant for a pedophile ring",2026-07-19 01:17:16.057,"Stephen Miller"
"My man looks like he's ninth-billed in a dinner theater production of ""Guys and Dolls""",2026-07-19 01:19:36.275,"Stephen Miller"
"My man looks like he thinks Swiss cheese is unpatriotic",2026-07-19 01:21:27.94,"Stephen Miller"
"My man looks like a dollar store genie",2026-07-19 01:23:18.452,"Stephen Miller"
"My man looks like a door-to-door salesman hawking ""gypsy insurance""",2026-07-19 01:27:31.71,"Stephen Miller"
"My man looks like he finds the premise of ""Diff'rent Strokes"" to be ""morally reprehensible""",2026-07-19 01:39:40.25,"Stephen Miller"
"My man looks like the guest speaker at a Klan rally who had to be told to dial it down a notch",2026-07-19 01:40:28.454,"Stephen Miller"
"My man looks like he drove a vice cop to alcoholism",2026-07-19 13:11:26.3,"Stephen Miller"
"My man looks like a cell block snitch named Peepers",2026-07-19 13:11:47.887,"Stephen Miller"
"My man looks like a taxidermist who learned his trade through YouTube videos",2026-07-19 13:12:12.617,"Stephen Miller"
"My man looks like Slenderman's LinkedIn profile",2026-07-19 13:12:47.382,"Stephen Miller"
"My man looks like the guy the mortuary staff calls ""the Creeper""",2026-07-19 13:13:36.258,"Stephen Miller"
"My man looks like Bronson Pinchot starring in Hitman: Agent 47",2026-07-19 13:15:50.396,"Stephen Miller"
"My man looks like he was killed after the Lufthansa Heist",2026-07-19 13:18:11.928,"Stephen Miller"
"My man looks like Gilbert Gottfried reading a last will and testament",2026-07-19 13:20:41.983,"Stephen Miller"
"My man looks like McLovin did hard time for tax fraud",2026-07-19 13:21:22.373,"Stephen Miller"
"My man looks like he noticed your aluminum siding needs replacing",2026-07-19 13:22:13.317,"Stephen Miller"
"My man looks like he will ask ye his questions three",2026-07-19 13:24:03.14,"Stephen Miller"
"My man looks like he just ate a live pigeon",2026-07-19 13:24:24.436,"Stephen Miller"
"My man looks like Gru tried to conquer the world with creepiness",2026-07-19 13:28:35.203,"Stephen Miller"
"My man looks like the union rep for the Flying Monkeys",2026-07-19 13:32:10.618,"Stephen Miller"
"My man looks like a gargoyle got its wish to become a real boy",2026-07-19 13:32:35.096,"Stephen Miller"
"My man looks like the Rock got some of that diarrhea lettuce",2026-07-19 13:33:06.744,"Stephen Miller"
"My man looks like they wrapped a skeleton in ham",2026-07-19 13:35:55.182,"Stephen Miller"
"My man looks like Varys from Game of Thrones went into advertising",2026-07-19 13:42:07.444,"Stephen Miller"
"My man looks like John Malkovich auditioning for The Godfather",2026-07-19 13:43:49.873,"Stephen Miller"
"My man looks like the third Tate brother",2026-07-19 14:26:07.704,"Stephen Miller"
"My man looks like his suits are made by Odor Eaters",2026-07-19 14:26:22.172,"Stephen Miller"
"My man looks like he uses bleach as cologne",2026-07-19 14:27:08.797,"Stephen Miller"
"My man looks like Patrick Stewart in Guys & Dolls",2026-07-19 14:27:33.406,"Stephen Miller"
"My man looks like Old Sheldon",2026-07-19 14:29:27.994,"Stephen Miller"
"My man looks like his photo is at the center of a bulletin board with several arrows pointing at it",2026-07-19 14:30:36.229,"Stephen Miller"
"My man looks like he snaps his fingers to get the waiter's attention",2026-07-19 14:32:26.631,"Stephen Miller"
"My man looks like he leads a gang of street urchins",2026-07-19 14:34:20.159,"Stephen Miller"
"My man looks like live-action Megamind",2026-07-19 15:12:07.744,"Stephen Miller"
"My man looks like a muppet named Mr. Puddles",2026-07-19 15:13:15.238,"Stephen Miller"
"My man looks like he was summoned by a rape whistle",2026-07-19 15:13:46.072,"Stephen Miller"
"My man looks like his father is Immortan Joe",2026-07-19 15:15:39.671,"Stephen Miller"
"My man looks like a minor adversary from The Odyssey named ""Testakles""",2026-07-19 15:16:13.912,"Stephen Miller"
"My man looks like his grandma just dropped him off for Model UN",2026-07-21 13:25:32.116,"Stephen Miller"
"My man looks like GoodFellas RenFaire",2026-07-21 13:25:44.273,"Stephen Miller"
"My man looks like he sells ice milk out of a windowless van",2026-07-21 13:26:06.39,"Stephen Miller"
"My man looks like he has a medicine cabinet full of sedatives and charm bracelets",2026-07-21 13:26:31.84,"Stephen Miller"
"My man looks like the crotchety mayor in a Rankin-Bass special",2026-07-21 13:27:09.089,"Stephen Miller"
"My man looks like he told a cashier she'd ""rue the day""",2026-07-21 13:27:25.9,"Stephen Miller"
"My man looks like he's turned a toddler's pockets out",2026-07-21 13:27:43.394,"Stephen Miller"
"My man looks like a talent agent who only represents blackface performers",2026-07-21 13:28:08.601,"Stephen Miller"
"My man looks like he's auditing the Avengers",2026-07-21 13:28:21.686,"Stephen Miller"
"My man looks like Reek working his way through the twelve steps",2026-07-21 13:28:39.565,"Stephen Miller"
"My man looks like he operates a speakeasy that serves raw milk",2026-07-21 13:28:58.936,"Stephen Miller"
"My man looks like a doorman waiting to hear the secret password ""cuckold""",2026-07-21 13:31:15.373,"Stephen Miller"
"My man looks like he's fighting to keep Italians out of the neighborhood",2026-07-21 13:32:15.962,"Stephen Miller"
"My man looks like the ringmaster for a rodent circus",2026-07-21 13:32:42.061,"Stephen Miller"
"My man looks like a background actor from Boiler Room",2026-07-21 16:04:20.024,"Stephen Miller"
"My man looks like he mispronounces ""hoi polloi""",2026-07-21 16:04:46.348,"Stephen Miller"
"My man looks like he asked the waiter about the Hot Pocket Du Jour",2026-07-21 16:05:37.934,"Stephen Miller"
"My man looks like a bookie at a YWCA soccer tournament",2026-07-21 16:05:55.882,"Stephen Miller"
"My man looks like he has received a cease-and-desist letter from Six Flags",2026-07-21 16:08:00.378,"Stephen Miller"
"My man looks like scientists named a new fungus after him",2026-07-21 16:08:27.364,"Stephen Miller"
"My man looks like he's reprimanded a Starbucks barista for using the foreign word ""venti""",2026-07-21 16:09:20.431,"Stephen Miller"
"My man looks like he complains that carbonated soda is ""too spicy""",2026-07-21 16:09:54.387,"Stephen Miller"
"My man looks like he wears floaties on a water slide",2026-07-21 16:10:24.601,"Stephen Miller"
"My man looks like he's hijacked Con Air",2026-07-21 16:11:17.097,"Stephen Miller"
"My man looks like he drank from the wrong grail",2026-07-21 16:12:30.095,"Stephen Miller"
"My man looks like his safe word is ""Barbarossa""",2026-07-21 16:13:55.928,"Stephen Miller"
"My man looks like he's furiously flipped over a Risk board",2026-07-21 16:15:28.672,"Stephen Miller"
"My man looks like he has an acid pouch",2026-07-21 16:16:07.431,"Stephen Miller"
"My man looks like Nazi prop comic",2026-07-21 16:16:48.317,"Stephen Miller"
"My man looks like a dollar store genie.",2026-07-21 16:17:26.41,"Stephen Miller"
"My man looks like he's challenged a mall Santa to a debate",2026-07-21 16:19:20.423,"Stephen Miller"
"My man looks like he should be hiding in a cathedral bell tower",2026-07-21 16:21:39.229,"Stephen Miller"
"My man looks like he's storming Helm's Deep",2026-07-21 16:25:55.608,"Stephen Miller"
"My man looks like he's eating tuna fish alone in the break room. Again.",2026-07-21 16:26:39.717,"Stephen Miller"
"My man looks like he might lash his tongue out for a fly at any moment",2026-07-21 16:28:06.886,"Stephen Miller"
"My man looks like he's been threatened at a craps table",2026-07-21 16:29:22.918,"Stephen Miller"
"My man looks like he owns a complete set of Paul Whiteman 78s for his Victrola",2026-07-21 16:30:06.048,"Stephen Miller"
"My man looks like he would have gotten away with it, if not for those meddling kids",2026-07-21 16:30:59.523,"Stephen Miller"
"My man looks like he suffers from an advance case of Telly Savalas Syndrome",2026-07-21 16:32:15.262,"Stephen Miller"
"My man looks like he wants to know what it'll take to get me behind the wheel of this nearly-new Pontiac Fiero",2026-07-21 16:33:47.999,"Stephen Miller"
"My man looks like he's repeatedly asked about your blood type",2026-07-21 16:37:14.338,"Stephen Miller"
"My man looks like the waiter asked if there were any allergies and he blurted out ""the Irish""",2026-07-21 16:38:01.55,"Stephen Miller"
"My man looks like a mobster named Jimmy Scrotes",2026-07-21 16:39:02.673,"Stephen Miller"
"My man looks like he just burst out of John Hurt's chest on the Nostromo",2026-07-21 16:45:35.852,"Stephen Miller"
"My man looks like a squirrel they dipped in Nair",2026-07-21 16:46:08.517,"Stephen Miller"
"My man looks like an elbow that commits hate crimes",2026-07-21 16:46:45.16,"Stephen Miller"
"My man looks like he calls the express checkout lane ""DEI""",2026-07-21 16:47:47.485,"Stephen Miller"
"My man looks like he writes fan fic set in the Wolf of Wall Street extended universe",2026-07-21 16:48:39.513,"Stephen Miller"
"My man looks like he's heckled a memorial service",2026-07-21 16:50:04.822,"Stephen Miller"
"My man looks like a lobbyist for reviving the Mann Act",2026-07-21 16:51:06.345,"Stephen Miller"
"My man looks like he's mostly made of phlegm",2026-07-21 16:53:29.934,"Stephen Miller"
"My man looks like he taught himself how to speak velociraptor",2026-07-21 16:54:19.633,"Stephen Miller"
"My man looks like Elmer Fudd became a personal injury lawyer",2026-07-21 16:54:58.635,"Stephen Miller"
"My man looks like he has been defeated by a twist-off cap",2026-07-21 19:03:37.058,"Stephen Miller"
"My man looks like mall security has a special code devoted just for him",2026-07-21 19:04:43.476,"Stephen Miller"
"My man looks like a Lego figure without the hair",2026-07-21 19:05:59.439,"Stephen Miller"
"My man looks like he’s briefing the Federal Network about the pending invasion of the bug planet",2026-07-21 19:08:00.136,"Stephen Miller"
"My man looks like a waiter at a chain restaurant with a Godfather theme",2026-07-21 19:08:51.269,"Stephen Miller"
"My man looks like he was the target of a three-state manhunt",2026-07-21 19:09:49.367,"Stephen Miller"
"My man looks like he calls him “Joe Goebbels” in conversation",2026-07-21 19:13:51.469,"Stephen Miller"
"My man looks like he’s gotten into a screaming match over a game of Boggle",2026-07-21 19:16:44.863,"Stephen Miller"
"My man looks like they shaved a spider monkey",2026-07-21 19:18:39.892,"Stephen Miller"
"My man looks like Buzz Lightbeer",2026-07-21 19:21:24.161,"Stephen Miller"
"My man looks like he works for Weyland Yutani",2026-07-21 19:23:24.031,"Stephen Miller"
"My man looks like he considers pizza to be “ethnic food”",2026-07-21 19:30:04.854,"Stephen Miller"
"My man looks like he has strong opinions about live action Disney movies",2026-07-21 19:34:05.906,"Stephen Miller"
"My man looks like a vending machine tampon",2026-07-21 19:34:53.405,"Stephen Miller"
"My man looks like he’s written a twelve-part Substack on the myth of the female orgasm",2026-07-21 19:35:44.887,"Stephen Miller"
"My man looks like he still posts on Twitter",2026-07-21 19:36:11.569,"Stephen Miller"
"My man looks like he’s had a daiquiri thrown at him",2026-07-21 19:36:55.354,"Stephen Miller"
"My man looks like he has a tramp stamp of the Fourteen Words",2026-07-21 19:37:49.803,"Stephen Miller"
"My man looks like a vibrator gained consciousness",2026-07-21 19:39:39.063,"Stephen Miller"
"My man looks like Buster Bluth on ketamine",2026-07-21 19:42:52.129,"Stephen Miller"
"My man looks like he leads the Really Rottens at the Laff-o-Lympics",2026-07-21 19:44:25.113,"Stephen Miller"
"My man looks like he owns lederhosen",2026-07-21 19:47:04.406,"Stephen Miller"
"My man looks like he runs a laundromat called Whites Only",2026-07-21 19:49:33.598,"Stephen Miller"
"My man looks like he’s left a damsel tied to some railroad tracks",2026-07-21 19:49:55.883,"Stephen Miller"
"My man looks like a creamsicle with a mean streak",2026-07-21 19:50:43.492,"Stephen Miller"
"My man looks like you could unlock his iPhone by putting it in front of a dildo",2026-07-21 19:52:01.057,"Stephen Miller"
"My man looks like he makes the dial-up modem noise when he reaches sexual climax",2026-07-21 19:53:01.97,"Stephen Miller"
"My man looks like has been slapped by a Buddhist monk",2026-07-21 20:08:38.653,"Stephen Miller"
"My man looks like he was the inspiration for the term “soda jerk”",2026-07-21 20:13:17.427,"Stephen Miller"
"My man looks like he carries a flask filled with ether",2026-07-21 20:16:32.272,"Stephen Miller"
"My man looks like the Ancient One started a multilevel marketing scam",2026-07-21 20:17:05.906,"Stephen Miller"
"My man looks like he films TikToks from the driver’s seat of a Cybertruck",2026-07-21 20:18:24.455,"Stephen Miller"
"My man looks like he asked the bartender for “antifreeze, neat”",2026-07-21 20:21:25.816,"Stephen Miller"
"My man looks like a blister",2026-07-21 22:02:45.18,"Stephen Miller"
"My man looks like the avatar for erectile dysfunction",2026-07-21 22:03:14.613,"Stephen Miller"
"My man looks like he proposed to an anime body pillow",2026-07-21 22:04:03.353,"Stephen Miller"
"My man looks like he was molded out of ground turkey",2026-07-21 22:05:23.353,"Stephen Miller"
"My man looks like Woody Harrelson had an aggressive round of chemo",2026-07-21 22:07:03.318,"Stephen Miller"
"My man looks like he invented a half-lemonade, half-Pepsi drink that he calls ""a Fuzzy Zoeller""",2026-07-21 22:11:15.802,"Stephen Miller"
"My man looks like a young Mike Ehrmantraut",2026-07-21 22:28:24.95,"Stephen Miller"
"My man looks like a Beluga whale worked at a Kia dealership",2026-07-21 22:28:50.456,"Stephen Miller"
"My man looks like he's uncomfortable in his own skin suit",2026-07-21 22:31:03.495,"Stephen Miller"
"My man looks like an albino Pickle Rick",2026-07-21 23:11:41.029,"Stephen Miller"
"My man looks like he's been reported to HR for licking his lips too often",2026-07-21 23:12:42.495,"Stephen Miller"
"My man looks like he believes adding milk to coffee counts as miscegenation",2026-07-21 23:17:27.832,"Stephen Miller"
"My man looks like a clown who only makes balloon animals in the shape of swastikas",2026-07-21 23:18:07.04,"Stephen Miller"
"My man looks like the first boss fight on a video game called Pedophile Punchers",2026-07-21 23:18:52.838,"Stephen Miller"
"My man looks like he seasons his food with Raid",2026-07-21 23:19:26.228,"Stephen Miller"
"My man looks like Screech fell in with Aryan Nation",2026-07-21 23:21:55.399,"Stephen Miller"
"My man looks like he burned off his fingerprints",2026-07-21 23:23:22.856,"Stephen Miller"
"My man looks like he was hurt to learn the Buffalo Bills aren't named after the serial killer",2026-07-21 23:24:03.631,"Stephen Miller"
"My man looks like Bill Haverchuck did hard time",2026-07-21 23:24:33.569,"Stephen Miller"
"My man looks like his family made its fortune through a company called Consolidated Sweatshops",2026-07-21 23:27:23.055,"Stephen Miller"
"My man looks like he's recorded a song called ""Can I Borrow a Feeling?""",2026-07-21 23:29:29.656,"Stephen Miller"
"My man looks like Hunter S. Thompson was kidnapped and brainwashed by the Nixon administration",2026-07-21 23:34:55.02,"Stephen Miller"
"My man looks like he was the mystery in an early X-Files episode",2026-07-21 23:43:44.437,"Stephen Miller"
"My man looks like Luke Warm Steve Austin",2026-07-21 23:45:16.556,"Stephen Miller"
"My man looks like he calls fusion restaurants “mongrelizers”",2026-07-21 23:46:57.459,"Stephen Miller"
"My man looks like Howie Mandel if his favorite book was Camp of the Saints",2026-07-21 23:47:52.247,"Stephen Miller"
"My man looks like he tried to rig a church softball game",2026-07-21 23:52:03.054,"Stephen Miller"
"My man looks like death row Gordon Gecko",2026-07-21 23:53:45.52,"Stephen Miller"
"My man looks like he hosts an HGTV show called Pimp My Bunker",2026-07-21 23:59:39.521,"Stephen Miller"
"My man looks like a party apparatchik after Chernobyl",2026-07-22 00:44:22.882,"Stephen Miller"
"My man looks like he smells like an Exxon men's room",2026-07-22 00:44:41.831,"Stephen Miller"
"My man looks like he sells ""artisanal roofies""",2026-07-22 00:46:15.937,"Stephen Miller"
"My man looks like an opium addict in Victorian London",2026-07-22 00:48:16.812,"Stephen Miller"
"My man looks like he's vowed to destroy Toontown",2026-07-22 00:49:45.414,"Stephen Miller"
"My man looks like Phil Collins guest starred on Peaky Blinders",2026-07-22 00:53:28.228,"Stephen Miller"
"My man looks like a forgotten Marx Brother named Yucko",2026-07-22 00:55:09.79,"Stephen Miller"
"My man looks like his office always smells like feet",2026-07-22 00:56:26.565,"Stephen Miller"
"My man looks like he's sworn to destroy the Paw Patrol",2026-07-22 00:57:50.419,"Stephen Miller"
"My man looks like a crude voodoo doll of Dwayne Johnson",2026-07-22 01:02:14.727,"Stephen Miller"
"My man looks like a sentient Fleshlight",2026-07-22 01:02:25.307,"Stephen Miller"
"My man looks like Vincent Price's Egghead",2026-07-22 14:31:45.133,"Stephen Miller"
"My man looks like Mr. Clean snorted Mr. Clean",2026-07-22 14:32:07.921,"Stephen Miller"
"My man looks like a henchman subdued by Charlie's Angels",2026-07-22 14:32:25.838,"Stephen Miller"
"My man looks like lead synth in a band called Kraftdork",2026-07-22 14:32:56.063,"Stephen Miller"
"My man looks like a wild story a mortician tells over cocktails",2026-07-22 14:33:16.109,"Stephen Miller"
"My man looks like an emancipated middle finger",2026-07-22 14:33:29.404,"Stephen Miller"
"My man looks like he smells like egg salad and Old Spice",2026-07-22 14:33:58.735,"Stephen Miller"
"My man looks like the drug dealer in an ABC After School Special",2026-07-22 14:34:21.455,"Stephen Miller"
"My man looks like the owner of a Serbian discotheque",2026-07-22 14:34:40.791,"Stephen Miller"
"My man looks like an unindicted co-conspirator",2026-07-22 14:34:59.975,"Stephen Miller"
"My man looks like they taught a jackass how to stand on its hind legs",2026-07-22 14:35:24.761,"Stephen Miller"
"My man looks like he says ""better luck next time"" when he sees a cashier's tip jar",2026-07-22 14:35:53.505,"Stephen Miller"
"My man looks like the Pale Man from Pan's Labyrinth earned his GED",2026-07-22 14:37:29.21,"Stephen Miller"
"My man looks like he hunts children in their dreams",2026-07-22 14:40:16.771,"Stephen Miller"
"My man looks like he tried to sing the Horst Wessel Song at karaoke",2026-07-22 14:42:44.641,"Stephen Miller"
"My man looks like he had the family dog put to sleep when he learned it was a mixed breed",2026-07-22 14:43:15.514,"Stephen Miller"
"My man looks like he has a personal ranking system for Eastern European bloodlines",2026-07-22 14:44:03.257,"Stephen Miller"
"My man looks like his safe word is ""Bazinga!""",2026-07-22 14:44:44.142,"Stephen Miller"
"My man looks like the malfunctioning android that dooms the crew",2026-07-22 14:50:09.59,"Stephen Miller"
"My man looks like Richard Scarry's Lowly Worm became a cokehead",2026-07-22 14:52:20.856,"Stephen Miller"
"My man looks like a Shel Silverstein drawing of a character called Booger Bill",2026-07-22 14:53:13.931,"Stephen Miller"
"My man looks like he did something he calls a ""urine cleanse""",2026-07-22 14:54:59.081,"Stephen Miller"
"My man looks like he has a drawer full of fingernail clippings",2026-07-22 14:55:21.001,"Stephen Miller"
"My man looks like a fairy tale the Dutch tell their children to make them behave",2026-07-22 14:59:26.133,"Stephen Miller"
"My man looks like he's asking if there's a basement to the Alamo",2026-07-22 15:00:48.054,"Stephen Miller"
"My man looks like Pennywise on his day off",2026-07-22 15:01:30.386,"Stephen Miller"
"My man looks like Marty Feldman got a glow up",2026-07-22 15:02:24.108,"Stephen Miller"
"My man looks like he knows where all the bodies are buried, quite literally",2026-07-22 15:03:32.572,"Stephen Miller"
"My man looks like he's been called ""cue ball"" by multiple strangers",2026-07-22 15:04:07.738,"Stephen Miller"
"My man looks like he's been let off-leash",2026-07-22 15:06:11.361,"Stephen Miller"
"My man looks like a ferret went to law school",2026-07-22 15:06:47.283,"Stephen Miller"
"My man looks like the Babadork",2026-07-22 15:19:51.643,"Stephen Miller"
"My man looks like a Minecraft villager",2026-07-22 15:20:20.463,"Stephen Miller"
"My man looks like he's flipping the switch on a lightning rod in a castle",2026-07-22 15:21:56.435,"Stephen Miller"
"My man looks like a Buddhist monk discovered online porn",2026-07-22 15:23:15.463,"Stephen Miller"
"My man looks like he's monologuing to 007",2026-07-22 15:25:51.322,"Stephen Miller"
"My man looks like the Gene Siskel of the Third Reich",2026-07-22 15:48:40.355,"Stephen Miller"
"My man looks like he ordered the flaming hog balls",2026-07-22 15:48:54.705,"Stephen Miller"
"My man looks like a German DJ who only remixes oompah music",2026-07-22 15:49:33.2,"Stephen Miller"
"My man looks like a bad guy in Zootopia",2026-07-22 15:50:16.929,"Stephen Miller"
"My man looks like for Halloween he tried to dress up as ""Professor Sex""",2026-07-22 15:52:04.917,"Stephen Miller"
"My man looks like Rod Serling narrates his life",2026-07-22 15:52:37.717,"Stephen Miller"
"My man looks like he had to be surgically removed by a proctologist",2026-07-22 15:54:12.647,"Stephen Miller"
"My man looks like he's challenged you to a hot air balloon race around the world",2026-07-22 15:55:07.074,"Stephen Miller"
"My man looks like he giggles when he cuts the head off his branzino",2026-07-22 15:56:39.778,"Stephen Miller"
"My man looks like live-action Kilroy",2026-07-22 15:57:04.414,"Stephen Miller"
"My man looks like he still burns ants with a magnifying glass",2026-07-22 15:59:35.586,"Stephen Miller"
"My man looks like his neighborhood is covered with flyers for missing pets",2026-07-22 15:59:51.645,"Stephen Miller"
"My man looks like a jump scare",2026-07-22 16:00:16.192,"Stephen Miller"
"My man looks like the Stephen King character who inevitably gets possessed",2026-07-22 16:13:27.51,"Stephen Miller"
"My man looks like the manager of a skinhead polka band",2026-07-22 16:14:33.188,"Stephen Miller"
"My man looks like he subsists on nothing but sauerkraut and apple cider vinegar",2026-07-22 16:20:24.259,"Stephen Miller"
"My man looks like he pronounces it ""MOOS-lim""",2026-07-22 16:21:24.717,"Stephen Miller"
"My man looks like he tried to reserve Hitler's Eagles Nest for a bachelor party",2026-07-22 16:23:18.431,"Stephen Miller"
"My man looks like he has received a wedgie, a super wedgie and the dreaded rear admiral.",2026-07-22 16:25:06.022,"Stephen Miller"
"My man looks like Aldo Rayne called for his scalp",2026-07-22 16:31:20.766,"Stephen Miller"
"My man looks like an early failed experiment in The Boys From Brazil.",2026-07-22 16:32:21.524,"Stephen Miller"
"My man looks like a Panic Pete squeeze doll",2026-07-22 16:34:53.202,"Stephen Miller"
"My man looks like his favorite comedy is The Zone of Interest",2026-07-22 16:34:59.989,"Stephen Miller"
"My man looks like he stores his salt and pepper shakers in separate but equal places",2026-07-22 16:56:07.972,"Stephen Miller"
"My man looks like he had his bed custom-made by the finest coffin manufacturer in the country",2026-07-22 16:57:30.384,"Stephen Miller"
"My man looks like he freshens his breath with a spray of Windex",2026-07-22 16:59:11.138,"Stephen Miller"
"My man looks like he's been humiliated by Gunnery Sergeant Hartman",2026-07-22 17:01:41.929,"Stephen Miller"
"My man looks like the alien from American Dad got a 9-to-5 job",2026-07-22 17:04:55.249,"Stephen Miller"
"My man looks like a tube sock filled with tapioca",2026-07-22 17:06:35.711,"Stephen Miller"
"My man looks like Billy Corgan introducing a rock opera called ZYKLON B",2026-07-22 17:10:47.177,"Stephen Miller"
"My man looks like Marc Andreesen became a loan shark",2026-07-22 17:11:43.802,"Stephen Miller"
"My man looks like Sluggo opened a nightclub",2026-07-22 17:14:38.346,"Stephen Miller"
"My man looks like a rejected mascot for Q-Tips",2026-07-22 17:15:19.821,"Stephen Miller"
"My man looks like Rob Schneider bluffing his way through a book report",2026-07-22 17:43:35.909,"Stephen Miller"
"My man looks like his favorite ice cream flavor is herring",2026-07-22 17:44:46.272,"Stephen Miller"
"My man looks like he puts the ""vice"" in ""vice principal""",2026-07-22 17:45:23.731,"Stephen Miller"
"My man looks like he's been humiliated by a ketchup bottle",2026-07-22 17:48:27.655,"Stephen Miller"
"My man looks like his humors are out of balance",2026-07-22 17:49:32.63,"Stephen Miller"
"My man looks like he's wiped out a platoon of space marines",2026-07-22 17:50:32.249,"Stephen Miller"
"My man looks like D-Minus Murray Abraham",2026-07-22 21:28:46.259,"Stephen Miller"
"My man looks like a malevolent breadstick",2026-07-22 21:29:19.739,"Stephen Miller"
"My man looks like he’s tried to pick up chicks in a hearse",2026-07-22 21:29:52.688,"Stephen Miller"
"My man looks like he was filmed with a colonoscopy camera",2026-07-22 21:31:09.031,"Stephen Miller"
"My man looks like a boiled shrimp going to homecoming",2026-07-22 21:32:06.585,"Stephen Miller"
"My man looks like he served on a U Boat in the North Atlantic",2026-07-22 21:34:15.4,"Stephen Miller"
"My man looks like a realtor from the Upside Down",2026-07-22 21:35:24.471,"Stephen Miller"
"My man looks like a role John Cazale won an Oscar for",2026-07-22 21:36:51.363,"Stephen Miller"
"My man looks like he’s playing Bunson Honeydew in a gritty reboot of the Muppet Show",2026-07-22 22:20:07.243,"Stephen Miller"
"My man looks like his handlers warned you against making eye contact",2026-07-22 22:20:37.231,"Stephen Miller"
"My man looks like he has to be spritzed with a spray bottle every two hours to keep from drying out",2026-07-22 23:26:09.671,"Stephen Miller"
"My man looks like an uncooked pork tenderloin",2026-07-22 23:26:40.403,"Stephen Miller"
"My man looks like a ghoul from Fallout",2026-07-22 23:27:08.625,"Stephen Miller"
"My man looks like the let all the air out of Dave Bautista",2026-07-22 23:51:55.972,"Stephen Miller"
"My man looks like he’s being interviewed for Behind the Music: Right Said Fred",2026-07-23 00:36:35.639,"Stephen Miller"
"My man looks like he’s been tased on three separate occasions",2026-07-23 01:56:01.399,"Stephen Miller"
"My man looks like Pinhead broke up with the Cenobites and went solo",2026-07-23 01:57:37.906,"Stephen Miller"
"My man looks like a bloated corpse that Lenny Briscoe is cracking jokes over",2026-07-23 01:58:31.886,"Stephen Miller"
"My man looks like a remora still attached to a dead great white",2026-07-23 01:59:24.651,"Stephen Miller"
"My man looks like Darth Doug",2026-07-23 02:02:59.313,"Stephen Miller"
"My man looks like his clan stands against Paul Atreides",2026-07-23 02:03:45.673,"Stephen Miller"
"My man looks like he bathes with kerosene",2026-07-23 02:04:14.969,"Stephen Miller"
"My man looks like he has a complete set of Atlas Shrugged action figures",2026-07-23 02:04:38.259,"Stephen Miller"
"My man looks like his ancestry is one-quarter French and three-quarters Tusken Raider",2026-07-23 02:05:46.339,"Stephen Miller"
"My man looks like a serial killer whose calling cards are Chick Tracts",2026-07-23 02:16:59.523,"Stephen Miller"
"My man looks like a teleporter accident involving George Clooney and a horny toad",2026-07-23 02:19:57.789,"Stephen Miller"
"My man looks like he shrieks like a howler monkey when asked to press 1 for Spanish.",2026-07-23 02:29:17.926,"Stephen Miller"
"My man looks like the Greendale Community College mascot",2026-07-23 15:57:47.511,"Stephen Miller"
"My man looks like he’s sucker punched a rabbi",2026-07-23 15:58:08.153,"Stephen Miller"
"My man looks like he was fired for “conduct unbecoming a Mister Softee Man”",2026-07-23 15:58:43.432,"Stephen Miller"
"My man looks like he embezzled from a Chuck E. Cheese",2026-07-23 16:02:04.868,"Stephen Miller"
"My man looks like he‘s in an a capella group called Blood and Soul",2026-07-23 16:02:56.193,"Stephen Miller"
"My man looks like he’s been detained at a Dave and Buster’s",2026-07-23 16:03:16.747,"Stephen Miller"
"My man looks like a bowling pin who works on Wall Street",2026-07-23 16:07:27.936,"Stephen Miller"
"My man looks like he’s wearing the sperm costume from Everything You Always Wanted to Know About Sex*",2026-07-23 16:16:46.2,"Stephen Miller"
"My man looks like he could unhinge his jaw",2026-07-23 16:18:28.743,"Stephen Miller"
"My man looks like he’s in a barbershop quartet that only sings songs about the Papist Menace",2026-07-23 16:47:02.931,"Stephen Miller"
"My man looks like a lamprey running for student council",2026-07-23 16:57:00.038,"Stephen Miller"
"My man looks like a 3 Wood could strike his head at any moment",2026-07-23 17:03:22.974,"Stephen Miller"
"My man looks like his first name is the Romanian equivalent of “Fredo”",2026-07-23 17:04:34.096,"Stephen Miller"
"My man looks like his skin feels like a latex condom",2026-07-23 17:08:47.503,"Stephen Miller"
"My man looks like he has a crippling addiction to antihistamines",2026-07-23 17:09:53.467,"Stephen Miller"
"My man looks like his Google search history includes ""hooker body disposal how""",2026-07-23 18:27:52.967,"Stephen Miller"
"My man looks like he drove his pediatrician to a nervous breakdown",2026-07-23 18:28:22.578,"Stephen Miller"
"My man looks like the Cordyceps got him",2026-07-23 18:29:02.376,"Stephen Miller"
"My man looks like his wedding dance was to the tune of ""Tomorrow Belongs To Me""",2026-07-23 18:29:48.068,"Stephen Miller"
"My man looks like he is arguing that as a sovereign citizen he does not have to leave the Playland ballpit",2026-07-23 18:30:19.243,"Stephen Miller"
